년도,분기,광역시도,시군구,업종,값(퍼센트(％))
5년 생존율,4,서울,강서구,서비스업,38.6
1년 생존율,4,서울,강서구,소매업,77
3년 생존율,4,서울,강서구,소매업,52.1
5년 생존율,4,서울,강서구,소매업,35.5
1년 생존율,4,서울,강서구,외식업,67.8
3년 생존율,4,서울,강서구,외식업,35.9
5년 생존율,4,서울,강서구,외식업,23.1
1년 생존율,1,서울,강서구,서비스업,77.4
3년 생존율,1,서울,강서구,서비스업,56.5
5년 생존율,1,서울,강서구,서비스업,39.6
1년 생존율,1,서울,강서구,소매업,77.3
3년 생존율,1,서울,강서구,소매업,53.2
5년 생존율,1,서울,강서구,소매업,37.2
1년 생존율,1,서울,강서구,외식업,68.8
3년 생존율,1,서울,강서구,외식업,35.9
5년 생존율,1,서울,강서구,외식업,23.2
1년 생존율,2,서울,강서구,서비스업,78.4
3년 생존율,2,서울,강서구,서비스업,57.6
5년 생존율,2,서울,강서구,서비스업,40.8
1년 생존율,2,서울,강서구,소매업,78.3
3년 생존율,2,서울,강서구,소매업,52.2
5년 생존율,2,서울,강서구,소매업,38.8
1년 생존율,2,서울,강서구,외식업,70.5
3년 생존율,2,서울,강서구,외식업,39.2
5년 생존율,2,서울,강서구,외식업,23.2
1년 생존율,3,서울,강서구,서비스업,79.1
3년 생존율,3,서울,강서구,서비스업,57.3
5년 생존율,3,서울,강서구,서비스업,41.3
1년 생존율,3,서울,강서구,소매업,79.7
3년 생존율,3,서울,강서구,소매업,51.8
5년 생존율,3,서울,강서구,소매업,39.6
1년 생존율,3,서울,강서구,외식업,71.5
3년 생존율,3,서울,강서구,외식업,38.6
5년 생존율,3,서울,강서구,외식업,23.8
1년 생존율,4,서울,강서구,서비스업,77.9
3년 생존율,4,서울,강서구,서비스업,55.3
5년 생존율,4,서울,강서구,서비스업,40.3
1년 생존율,4,서울,강서구,소매업,78.7
3년 생존율,4,서울,강서구,소매업,52
5년 생존율,4,서울,강서구,소매업,40.9
1년 생존율,4,서울,강서구,외식업,72.4
3년 생존율,4,서울,강서구,외식업,38.8
5년 생존율,4,서울,강서구,외식업,23.5
1년 생존율,1,서울,강서구,서비스업,76.7
3년 생존율,1,서울,강서구,서비스업,56
5년 생존율,1,서울,강서구,서비스업,41.1
1년 생존율,1,서울,강서구,소매업,77.9
3년 생존율,1,서울,강서구,소매업,54
5년 생존율,1,서울,강서구,소매업,39.3
1년 생존율,1,서울,강서구,외식업,73
3년 생존율,1,서울,강서구,외식업,39.5
5년 생존율,1,서울,강서구,외식업,24.2
1년 생존율,2,서울,강서구,서비스업,75.8
3년 생존율,2,서울,강서구,서비스업,54.6
5년 생존율,2,서울,강서구,서비스업,41.1
1년 생존율,2,서울,강서구,소매업,77.1
3년 생존율,2,서울,강서구,소매업,55.7
5년 생존율,2,서울,강서구,소매업,39.9
1년 생존율,2,서울,강서구,외식업,74
3년 생존율,2,서울,강서구,외식업,40.3
5년 생존율,2,서울,강서구,외식업,23.5
1년 생존율,3,서울,강서구,서비스업,76.7
3년 생존율,3,서울,강서구,서비스업,53.8
5년 생존율,3,서울,강서구,서비스업,41.7
1년 생존율,3,서울,강서구,소매업,78.4
3년 생존율,3,서울,강서구,소매업,55.5
5년 생존율,3,서울,강서구,소매업,41.7
1년 생존율,3,서울,강서구,외식업,72.8
3년 생존율,3,서울,강서구,외식업,40.2
5년 생존율,3,서울,강서구,외식업,23.5
1년 생존율,4,서울,강서구,서비스업,76.1
3년 생존율,4,서울,강서구,서비스업,56.5
5년 생존율,4,서울,강서구,서비스업,42.8
1년 생존율,4,서울,강서구,소매업,74.7
3년 생존율,4,서울,강서구,소매업,52.6
5년 생존율,4,서울,강서구,소매업,40.5
1년 생존율,4,서울,강서구,외식업,65.6
3년 생존율,4,서울,강서구,외식업,36.1
5년 생존율,4,서울,강서구,외식업,23.5
1년 생존율,1,서울,강서구,서비스업,80.4
3년 생존율,1,서울,강서구,서비스업,55.2
5년 생존율,1,서울,강서구,서비스업,47
1년 생존율,1,서울,강서구,소매업,73.6
3년 생존율,1,서울,강서구,소매업,53.2
5년 생존율,1,서울,강서구,소매업,43.3
1년 생존율,1,서울,강서구,외식업,68.2
3년 생존율,1,서울,강서구,외식업,38.9
5년 생존율,1,서울,강서구,외식업,29.8
1년 생존율,2,서울,강서구,서비스업,80.5
3년 생존율,2,서울,강서구,서비스업,55.3
5년 생존율,2,서울,강서구,서비스업,46.2
1년 생존율,2,서울,강서구,소매업,73.6
3년 생존율,2,서울,강서구,소매업,53.3
5년 생존율,2,서울,강서구,소매업,42.1
1년 생존율,2,서울,강서구,외식업,68.2
3년 생존율,2,서울,강서구,외식업,38.9
5년 생존율,2,서울,강서구,외식업,28.1
1년 생존율,3,서울,강서구,서비스업,80.4
3년 생존율,3,서울,강서구,서비스업,55.3
5년 생존율,3,서울,강서구,서비스업,45.4
1년 생존율,3,서울,강서구,소매업,73.7
3년 생존율,3,서울,강서구,소매업,53.2
5년 생존율,3,서울,강서구,소매업,40.5
1년 생존율,3,서울,강서구,외식업,68.2
3년 생존율,3,서울,강서구,외식업,39.1
5년 생존율,3,서울,강서구,외식업,26.7
1년 생존율,1,서울,관악구,서비스업,79.5
3년 생존율,1,서울,관악구,서비스업,52.3
5년 생존율,1,서울,관악구,서비스업,40.9
1년 생존율,1,서울,관악구,소매업,72.5
3년 생존율,1,서울,관악구,소매업,46.3
5년 생존율,1,서울,관악구,소매업,35
1년 생존율,1,서울,관악구,외식업,64.5
3년 생존율,1,서울,관악구,외식업,36.1
5년 생존율,1,서울,관악구,외식업,25
1년 생존율,2,서울,관악구,서비스업,78.6
3년 생존율,2,서울,관악구,서비스업,53.1
5년 생존율,2,서울,관악구,서비스업,39.4
1년 생존율,2,서울,관악구,소매업,72.4
3년 생존율,2,서울,관악구,소매업,45.3
5년 생존율,2,서울,관악구,소매업,32.4
1년 생존율,2,서울,관악구,외식업,66.5
3년 생존율,2,서울,관악구,외식업,37
5년 생존율,2,서울,관악구,외식업,24.8
1년 생존율,3,서울,관악구,서비스업,78.9
3년 생존율,3,서울,관악구,서비스업,52.7
5년 생존율,3,서울,관악구,서비스업,39
1년 생존율,3,서울,관악구,소매업,72
3년 생존율,3,서울,관악구,소매업,47.4
5년 생존율,3,서울,관악구,소매업,31.7
1년 생존율,3,서울,관악구,외식업,67
3년 생존율,3,서울,관악구,외식업,37
5년 생존율,3,서울,관악구,외식업,24.5
1년 생존율,4,서울,관악구,서비스업,79.7
3년 생존율,4,서울,관악구,서비스업,52
5년 생존율,4,서울,관악구,서비스업,36.7
1년 생존율,4,서울,관악구,소매업,70.9
3년 생존율,4,서울,관악구,소매업,47.2
5년 생존율,4,서울,관악구,소매업,31.2
1년 생존율,4,서울,관악구,외식업,65.9
3년 생존율,4,서울,관악구,외식업,35.3
5년 생존율,4,서울,관악구,외식업,22.9
1년 생존율,1,서울,관악구,서비스업,78.6
3년 생존율,1,서울,관악구,서비스업,53.1
5년 생존율,1,서울,관악구,서비스업,38.6
1년 생존율,1,서울,관악구,소매업,70
3년 생존율,1,서울,관악구,소매업,45.3
5년 생존율,1,서울,관악구,소매업,31
1년 생존율,1,서울,관악구,외식업,63.5
3년 생존율,1,서울,관악구,외식업,35.6
5년 생존율,1,서울,관악구,외식업,22.1
1년 생존율,2,서울,관악구,서비스업,77.7
3년 생존율,2,서울,관악구,서비스업,55.7
5년 생존율,2,서울,관악구,서비스업,39.1
1년 생존율,2,서울,관악구,소매업,70.2
3년 생존율,2,서울,관악구,소매업,45.3
5년 생존율,2,서울,관악구,소매업,33.2
1년 생존율,2,서울,관악구,외식업,63.2
3년 생존율,2,서울,관악구,외식업,35.8
5년 생존율,2,서울,관악구,외식업,21.2
1년 생존율,3,서울,관악구,서비스업,77.2
3년 생존율,3,서울,관악구,서비스업,55.5
5년 생존율,3,서울,관악구,서비스업,39.8
1년 생존율,3,서울,관악구,소매업,70.2
3년 생존율,3,서울,관악구,소매업,45.2
5년 생존율,3,서울,관악구,소매업,33.8
1년 생존율,3,서울,관악구,외식업,63.7
3년 생존율,3,서울,관악구,외식업,35.5
5년 생존율,3,서울,관악구,외식업,22.9
1년 생존율,4,서울,관악구,서비스업,74.9
3년 생존율,4,서울,관악구,서비스업,52.8
5년 생존율,4,서울,관악구,서비스업,40.1
1년 생존율,4,서울,관악구,소매업,70
3년 생존율,4,서울,관악구,소매업,46.9
5년 생존율,4,서울,관악구,소매업,31.9
1년 생존율,4,서울,관악구,외식업,63.8
3년 생존율,4,서울,관악구,외식업,35.4
5년 생존율,4,서울,관악구,외식업,23
1년 생존율,1,서울,관악구,서비스업,75.4
3년 생존율,1,서울,관악구,서비스업,53.4
5년 생존율,1,서울,관악구,서비스업,38.3
1년 생존율,1,서울,관악구,소매업,71
3년 생존율,1,서울,관악구,소매업,49.5
5년 생존율,1,서울,관악구,소매업,32.4
1년 생존율,1,서울,관악구,외식업,65.6
3년 생존율,1,서울,관악구,외식업,35.8
5년 생존율,1,서울,관악구,외식업,23.6
1년 생존율,2,서울,관악구,서비스업,76.2
3년 생존율,2,서울,관악구,서비스업,52.5
5년 생존율,2,서울,관악구,서비스업,38
1년 생존율,2,서울,관악구,소매업,73.3
3년 생존율,2,서울,관악구,소매업,50
5년 생존율,2,서울,관악구,소매업,32.6
1년 생존율,2,서울,관악구,외식업,66
3년 생존율,2,서울,관악구,외식업,36.6
5년 생존율,2,서울,관악구,외식업,23.5
1년 생존율,3,서울,관악구,서비스업,75.5
3년 생존율,3,서울,관악구,서비스업,52.9
5년 생존율,3,서울,관악구,서비스업,38.7
1년 생존율,3,서울,관악구,소매업,75.7
3년 생존율,3,서울,관악구,소매업,50.3
5년 생존율,3,서울,관악구,소매업,34.2
1년 생존율,3,서울,관악구,외식업,65.3
3년 생존율,3,서울,관악구,외식업,36.9
5년 생존율,3,서울,관악구,외식업,22.7
1년 생존율,4,서울,관악구,서비스업,74.2
3년 생존율,4,서울,관악구,서비스업,54
5년 생존율,4,서울,관악구,서비스업,38.3
1년 생존율,4,서울,관악구,소매업,73.6
3년 생존율,4,서울,관악구,소매업,49.9
5년 생존율,4,서울,관악구,소매업,33.7
1년 생존율,4,서울,관악구,외식업,65.7
3년 생존율,4,서울,관악구,외식업,35.6
5년 생존율,4,서울,관악구,외식업,22.9
1년 생존율,1,서울,관악구,서비스업,71.5
3년 생존율,1,서울,관악구,서비스업,54.5
5년 생존율,1,서울,관악구,서비스업,40.1
1년 생존율,1,서울,관악구,소매업,72.1
3년 생존율,1,서울,관악구,소매업,49.2
5년 생존율,1,서울,관악구,소매업,33.5
1년 생존율,1,서울,관악구,외식업,67.7
3년 생존율,1,서울,관악구,외식업,35.1
5년 생존율,1,서울,관악구,외식업,22.7
1년 생존율,2,서울,관악구,서비스업,71.8
3년 생존율,2,서울,관악구,서비스업,54.2
5년 생존율,2,서울,관악구,서비스업,43.3
1년 생존율,2,서울,관악구,소매업,70.4
3년 생존율,2,서울,관악구,소매업,49.2
5년 생존율,2,서울,관악구,소매업,33.6
1년 생존율,2,서울,관악구,외식업,67.8
3년 생존율,2,서울,관악구,외식업,35.2
5년 생존율,2,서울,관악구,외식업,22.8
1년 생존율,3,서울,관악구,서비스업,76.6
3년 생존율,3,서울,관악구,서비스업,52.5
5년 생존율,3,서울,관악구,서비스업,41.9
1년 생존율,3,서울,관악구,소매업,70.3
3년 생존율,3,서울,관악구,소매업,47.7
5년 생존율,3,서울,관악구,소매업,33.5
1년 생존율,3,서울,관악구,외식업,70.1
3년 생존율,3,서울,관악구,외식업,36.8
5년 생존율,3,서울,관악구,외식업,21.6
1년 생존율,4,서울,관악구,서비스업,76.8
3년 생존율,4,서울,관악구,서비스업,52.8
5년 생존율,4,서울,관악구,서비스업,39.2
1년 생존율,4,서울,관악구,소매업,69.2
3년 생존율,4,서울,관악구,소매업,46.9
5년 생존율,4,서울,관악구,소매업,34.4
1년 생존율,4,서울,관악구,외식업,62.8
3년 생존율,4,서울,관악구,외식업,35.5
5년 생존율,4,서울,관악구,외식업,22.1
1년 생존율,1,서울,관악구,서비스업,79.5
3년 생존율,1,서울,관악구,서비스업,54.1
5년 생존율,1,서울,관악구,서비스업,43.3
1년 생존율,1,서울,관악구,소매업,71
3년 생존율,1,서울,관악구,소매업,49.8
5년 생존율,1,서울,관악구,소매업,38.5
1년 생존율,1,서울,관악구,외식업,66.1
3년 생존율,1,서울,관악구,외식업,36.1
5년 생존율,1,서울,관악구,외식업,26.4
1년 생존율,2,서울,관악구,서비스업,79.8
3년 생존율,2,서울,관악구,서비스업,54.3
5년 생존율,2,서울,관악구,서비스업,42.2
1년 생존율,2,서울,관악구,소매업,71.1
3년 생존율,2,서울,관악구,소매업,49.8
5년 생존율,2,서울,관악구,소매업,37.3
1년 생존율,2,서울,관악구,외식업,66.1
3년 생존율,2,서울,관악구,외식업,36
5년 생존율,2,서울,관악구,외식업,25
1년 생존율,3,서울,관악구,서비스업,79.8
3년 생존율,3,서울,관악구,서비스업,54.3
5년 생존율,3,서울,관악구,서비스업,40.8
1년 생존율,3,서울,관악구,소매업,71.1
3년 생존율,3,서울,관악구,소매업,49.8
5년 생존율,3,서울,관악구,소매업,36.8
1년 생존율,3,서울,관악구,외식업,66.1
3년 생존율,3,서울,관악구,외식업,36.1
5년 생존율,3,서울,관악구,외식업,24.1
1년 생존율,1,서울,광진구,서비스업,79.7
3년 생존율,1,서울,광진구,서비스업,53.6
5년 생존율,1,서울,광진구,서비스업,40.5
1년 생존율,1,서울,광진구,소매업,74.7
3년 생존율,1,서울,광진구,소매업,52.3
5년 생존율,1,서울,광진구,소매업,37.6
1년 생존율,1,서울,광진구,외식업,68
3년 생존율,1,서울,광진구,외식업,38.8
5년 생존율,1,서울,광진구,외식업,28
1년 생존율,2,서울,광진구,서비스업,81.1
3년 생존율,2,서울,광진구,서비스업,52.1
5년 생존율,2,서울,광진구,서비스업,41.7
1년 생존율,2,서울,광진구,소매업,76.1
3년 생존율,2,서울,광진구,소매업,51.2
5년 생존율,2,서울,광진구,소매업,37.2
1년 생존율,2,서울,광진구,외식업,69.9
3년 생존율,2,서울,광진구,외식업,38.7
5년 생존율,2,서울,광진구,외식업,28.5
1년 생존율,3,서울,광진구,서비스업,81.7
3년 생존율,3,서울,광진구,서비스업,51.7
5년 생존율,3,서울,광진구,서비스업,41.2
1년 생존율,3,서울,광진구,소매업,78.1
3년 생존율,3,서울,광진구,소매업,48.6
5년 생존율,3,서울,광진구,소매업,35.7
1년 생존율,3,서울,광진구,외식업,71.4
3년 생존율,3,서울,광진구,외식업,38.4
5년 생존율,3,서울,광진구,외식업,26.4
1년 생존율,4,서울,광진구,서비스업,81.8
3년 생존율,4,서울,광진구,서비스업,52.1
5년 생존율,4,서울,광진구,서비스업,40.2
1년 생존율,4,서울,광진구,소매업,76.5
3년 생존율,4,서울,광진구,소매업,46.2
5년 생존율,4,서울,광진구,소매업,36.4
1년 생존율,4,서울,광진구,외식업,71.6
3년 생존율,4,서울,광진구,외식업,36.1
5년 생존율,4,서울,광진구,외식업,25.4
1년 생존율,1,서울,광진구,서비스업,80.7
3년 생존율,1,서울,광진구,서비스업,54.8
5년 생존율,1,서울,광진구,서비스업,40.6
1년 생존율,1,서울,광진구,소매업,76.6
3년 생존율,1,서울,광진구,소매업,46.3
5년 생존율,1,서울,광진구,소매업,36.1
1년 생존율,1,서울,광진구,외식업,71.3
3년 생존율,1,서울,광진구,외식업,37.7
5년 생존율,1,서울,광진구,외식업,25.6
1년 생존율,2,서울,광진구,서비스업,79.7
3년 생존율,2,서울,광진구,서비스업,55.7
5년 생존율,2,서울,광진구,서비스업,40.6
